molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL606178,COc1ccc(NC(=O)Nc2ccc(Cl)cc2Cl)cc1-c1c(Br)cnn1C,1.259,
CHEMBL603061,COc1ccc(NC(=O)Nc2ccc(F)c(F)c2)cc1-c1c(Cl)cnn1C,0.5012,
CHEMBL1080727,CCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)c1C,92.0,
CHEMBL1086613,CCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,75.0,
CHEMBL1086754,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,46.2,
CHEMBL1092238,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,10000.0,
CHEMBL1213985,Cc1ccc2cccc(N3CCN(CCCNC(=O)c4cc(-c5ccccc5)n(C)c4C)CC3)c2n1,832.0,
CHEMBL1214113,CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(OC)c3)CC2)c1C,153.0,
CHEMBL1214488,CCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl,153.0,
CHEMBL1221452,CN1CCN(c2cccc(N(Cc3ccccc3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,50.0,
CHEMBL1222362,CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,1423.0,
CHEMBL1272040,COc1c(C)nc(C)nc1C(=O)NCCCN1CCN(c2cccc(C)c2C)CC1.Cl,744.0,
CHEMBL1271929,CSc1nc(C)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl,54.0,
CHEMBL3216738,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1C(F)(F)F.Cl.Cl.Cl.Cl,58.0,
CHEMBL3216508,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl,154.0,
CHEMBL3215631,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1.Cl.Cl,133.0,
CHEMBL3215853,Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(C)n(CC(C)C)c2C)CC1.Cl.Cl.Cl,45.5,
CHEMBL3215863,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)cn1-c1ccc(Cl)cc1.Cl.Cl.Cl.Cl,20.0,
CHEMBL3216299,Cc1cccc(N2CCN(CC(O)CNC(=O)c3nc(C)n(-c4ccccc4)c3C)CC2)c1C.Cl.Cl,247.6,
CHEMBL3216293,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl.Cl.Cl,63.1,
CHEMBL3216967,CCCc1nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c(C)n1-c1ccc(OC)cc1.Cl.Cl,126.0,
CHEMBL3215846,Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccc(F)cc1.Cl.Cl.Cl.Cl,94.0,
CHEMBL3217167,Cc1nc(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2.Cl.Cl.Cl.Cl,9.86,
CHEMBL3216300,CCCc1nc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,39.0,
CHEMBL3216098,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccccc1.Cl.Cl.Cl.Cl,18.6,
CHEMBL357995,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,1581.0,
CHEMBL1403281,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,47.0,
CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,225.0,
CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,7.955,
CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,1285.0,
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,654.0,
CHEMBL1065,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,13.0,
CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,31.0,
CHEMBL1933401,CCc1ccc(S(=O)(=O)N(C)C2CCN(C)CC2)cc1,452.0,
CHEMBL1933404,CCCCOc1ccc(S(=O)(=O)N(C)C2CCN(C)CC2)cc1,77.0,
CHEMBL1933412,CN1CCC(N(C)S(=O)(=O)c2ccccc2F)CC1,10000.0,
CHEMBL1933572,Cc1ccc(S(=O)(=O)N(C)C2CCN(C)CC2)cc1C,5980.0,
CHEMBL2322611,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC.Cl,1000.0,
CHEMBL2323579,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,11500.0,
CHEMBL2393243,Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,2.69,
CHEMBL2393236,CN1CCN(c2nc3c(c(N4CCSCC4)n2)CCNCC3)CC1.Cl,10000.0,
CHEMBL2393231,CNc1nc(N2CCN(C)CC2)nc2c1CCNCC2.Cl,10000.0,
CHEMBL2393249,CCNc1nc(Nc2ccccc2)c2cn[nH]c2n1,10000.0,
CHEMBL2393271,CC1CC(C)CN(c2nc(Nc3ccc(F)cc3)c3cn[nH]c3n2)C1,5866.0,
CHEMBL2393262,Fc1ccc(Nc2nc(NC3CCCCC3)nc3[nH]ncc23)cc1,3666.0,
CHEMBL2393270,Fc1ccc(Nc2nc(N3CCCCC3)nc3[nH]ncc23)cc1,2198.0,
CHEMBL2393402,COc1cccc(Nc2nc(N3CCN(C)CC3)nc3[nH]ncc23)c1,9.1,
CHEMBL2393244,Cl.Fc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1,4.92,
CHEMBL3233142,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1,7.0,
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,14.0,
CHEMBL3398397,CN(C)/C=N/N=C/c1cn(S(=O)(=O)c2cccc3ccccc23)c2cccc([N+](=O)[O-])c12,555.0,
CHEMBL3398396,COc1ccc(Cl)cc1S(=O)(=O)n1cc(/C=N/N=C/N(C)C)c2c([N+](=O)[O-])cccc21,1593.0,
CHEMBL3398391,CN(C)/C=N/N=C/c1cn(S(=O)(=O)c2ccc(I)cc2)c2cccc([N+](=O)[O-])c12,247.0,
CHEMBL3600801,O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,107.0,
CHEMBL3600828,Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,500.0,
CHEMBL3600970,Clc1ccc(-c2ccc(CCCNc3ccc(CN4CCCCC4)cc3)cc2)cc1,680.0,
CHEMBL3601035,COc1ccc(-c2ccc(CCCNc3ccc(CN4CCC(NC(C)=O)CC4)cc3)nn2)cc1,10000.0,
CHEMBL3601042,OC1CCN(Cc2ccc(OCCCc3ccc(-c4ccc(Cl)cc4)nn3)cc2)CC1,1410.0,
CHEMBL3609160,OCCN1CCN(c2nc(Nc3ccc(Br)cc3)c3ccccc3n2)CC1,27720.0,
CHEMBL3681352,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc(Cl)cc1,30.0,
CHEMBL1852420,CCCn1c(C)nc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c1C,840.0,
CHEMBL3681361,COc1cc(OC)cc(-n2c(C)nc(C(=O)NCCN3CCN(c4cccc(C)c4C)CC3)c2C)c1,97.0,
CHEMBL1852333,CCCc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cn1-c1ccccc1,133.0,
CHEMBL3681369,Cc1ccc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(C)c4C)CC3)c2C)cc1,33.0,
CHEMBL3805600,CC(=O)Nc1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1050.0,
CHEMBL3805860,CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4ccccc34)CC2)c1,180.0,
CHEMBL3804965,CNC(=O)c1cc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)ccc1F,1900.0,
CHEMBL3805077,CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1100.0,
CHEMBL3806047,CNC(=O)c1cc(C)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,1400.0,
CHEMBL3962267,Cn1cc(Cl)c(C(=O)N2CCN(CCc3ccccc3F)CC2)n1,36.0,
CHEMBL4062936,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2F,25.0,
CHEMBL4082084,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2(C)O,9.5,
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4.67,
CHEMBL4102670,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,2.9,
CHEMBL4078409,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2.Cl,5.12,
CHEMBL4094926,Cc1nc2n(c(=O)c1CCN1CCC(c3cccc4sccc34)CC1)CCCC2O,7.66,
CHEMBL4094825,Cc1nc2ccccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,9.14,
CHEMBL4202871,O=C(NC1CC1)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,324.0,
CHEMBL4212622,O=C(NC1CC1)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,167.0,
CHEMBL4209942,Oc1ccccc1C1=NC(Cc2c[nH]cn2)C(c2ccccc2)S1,13000.0,
CHEMBL74355,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,4.786,
CHEMBL4292250,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ccc3ccsc3c2)CC1,130.0,
CHEMBL285157,C1=C(c2c[nH]c3ccccc23)CCN(Cc2ccccc2)C1,2630.27,
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.7079,
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.72,
CHEMBL4449354,O=C(c1cccn2ccnc12)N1CCN(CCc2ccccc2Cl)CC1,4.0,
CHEMBL4645512,CCOC(=O)Cc1nn(CNC(=O)CCCN2CCN(c3cccc(C)c3C)CC2)c(=O)c2ccccc12,98.0,
CHEMBL4633397,O=c1n(CCCCN2CCN(c3cccc4scnc34)CC2)nc2c(F)cccn12,77.8,
CHEMBL2107510,Cl.O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,33.7,
CHEMBL2206440,COc1ccccc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,1288.25,
CHEMBL4754651,CCCN(CCCN1CCN(c2ccccn2)CC1)C(=O)c1ccccc1,7549.0,
CHEMBL4751911,O=C(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)CC1CC1,40.8,
CHEMBL4776840,O=S(=O)(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1,9.3,
CHEMBL4741908,O=C1COc2ccccc2N1CCCCN1CCN(c2cccc3sccc23)CC1,1.64,
CHEMBL5181824,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(CCN(C)C)CC2)cc1,75.4,
CHEMBL5199061,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)nn2)C2CCN(C)CC2)cc1,14.7,
CHEMBL5200635,CC(C)COc1ccc(CNC(=O)N(Cc2ncc(F)cc2F)C2CCN(C)CC2)cc1,43.2,
CHEMBL5173703,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCF)cc2)CC1,1.93,
CHEMBL5200074,CC(C)OCc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1,2.05,
CHEMBL5192882,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(C(F)(F)F)c2)CC1,27.3,
CHEMBL5198741,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCCF)cc2)CC1,32.8,
CHEMBL5194545,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CCC(C)(C)O3)CC1,127.0,
CHEMBL5188950,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Cl)c2)CC1,134.1,
CHEMBL5078078,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,10000.0,
CHEMBL5403965,CC1COc2ccc(CNC(=O)N(Cc3ccc(F)cc3)C3CCN(C)CC3)cc21,0.1585,
CHEMBL5419552,Cl.Cl.N[C@@H](Cc1ccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)C(=O)O,3.6,
CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,15.0,
CHEMBL5435945,O=C1C[C@@]2(CN3CCC2CC3)Oc2c1ccc1ccccc21,100000.0,
CHEMBL2414990,COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2,478.0,
CHEMBL5567330,COc1ccc2c(c1)N(CCN(C)C)/C(=C/C(C)=O)S2.O=C(O)/C=C/C(=O)O,30000.0,
CHEMBL5573789,COc1ccc(OC)c(/C=C2\N=C(N)NC2=O)c1.Cl,887.0,
CHEMBL5619208,O=c1ccc2ccc(CCCCCN3CCN(c4cccc5sncc45)CC3)cc2[nH]1,358.0,
CHEMBL1852485,COc1ccc(-n2c(C)nc(C(=O)NCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2C)cc1,20.0,
CHEMBL1852346,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)c1C,144.0,
CHEMBL3940285,Cc1[nH]nc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)c1F,11.0,
CHEMBL5815712,O=C(c1cccn2cc(-c3ccccc3)nc12)N1CCN(CCc2ccc(F)cc2)CC1,46.0,
CHEMBL4102670,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2O,2.9,
CHEMBL5849312,O=C1Cc2c(CCN3CCN(c4cccc5sccc45)CC3)cccc2N1,8.46,
CHEMBL6028182,O=c1[nH]c2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc2o1,4.82,
CHEMBL5851827,O=C1CCc2cc(CCCCN3CCN(c4cccc5sc(F)cc45)CC3)ccc2N1,874.0,
CHEMBL5766708,O=C1COc2ccc(CCN3CCN(c4cc(F)cc5sccc45)CC3)cc2N1,328.0,
CHEMBL6048629,O=C1Cc2cc(CCN3CCC(c4cccc5sccc45)CC3)ccc2N1,11.5,
CHEMBL5204826,CN1CCC[C@@H]1Cc1c[nH]c2cccc(O)c12,500.0,
CHEMBL5221680,CN1CCC[C@H]1Cc1c[nH]c2cccc(OCc3ccccc3)c12,5000.0,
CHEMBL5930201,COc1ccc(CCc2ccccc2OC[C@H](CN(C)C)OC(=O)CCC(=O)O)cc1,11.0,
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,inactive
,,,active
,,,active
,,,active
,,,inactive
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,inactive
,,,intermmediate
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,inactive
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,inactive
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,inactive
,,,inactive
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,intermmediate
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,intermmediate
,,,inactive
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,inactive
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,inactive
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,inactive
,,,inactive
,,,inactive
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,intermmediate
,,,active
,,,inactive
,,,active
,,,inactive
,,,inactive
,,,inactive
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,intermmediate
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
,,,intermmediate
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,active
,,,active
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,intermmediate
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,active
,,,intermmediate
,,,active
